track_id,track_name,artist_name,album,popularity_score,genre
1fOkmYW3ZFkkjIdOZSf596,Pink Matter,Frank Ocean,channel ORANGE,66,alternative
74KI6d8jEM2zwOAo3luayU,Shimmer,Fuel,Sunburn,65,alternative
3e2KBwxibC1rq4bA5TNKW2,Psycho,Puddle Of Mudd,Famous,67,alternative
3ow0TQVttXQF8rLckmXgRx,Cherub Rock - Remastered 2011,The Smashing Pumpkins,Siamese Dream (Deluxe Edition),66,alternative
19LT4ZUEeoUdimKE04WJJg,Cowboy,Kid Rock,Devil Without a Cause,67,alternative
6NvRxjfYkkT2SpirAlmsjH,No One Knows,Queens of the Stone Age,Songs For The Deaf,67,alternative
6u1yKoh00WaoSpNp46RzKF,Cumbersome,Seven Mary Three,American Standard,66,alternative
3cbTV3IZZvSBYVcl0xuZbY,Bound For The Floor,Local H,As Good As Dead,66,alternative
5RoIXwyTCdyUjpMMkk4uPd,Sweet Disposition,The Temper Trap,Conditions,66,alternative
2XwcKJW9Q0gaDIZzg0dKQt,Advice,Alex G,Trick,67,alternative
03wKMRNYVvw6s9nm4I4jUS,Wolf Like Me,TV On The Radio,Return To Cookie Mountain,66,alternative
6w7ily4cFWEPO0XWFQYeUO,Bulletproof,Godsmack,When Legends Rise,66,alternative
0hTiTU0yqthnByyZDD3bcc,A Warrior's Call,Volbeat,Beyond Hell / Above Heaven,66,alternative
6dJODklApmve5IzgKWUqV2,Machinehead,Bush,Sixteen Stone (Remastered),65,alternative
1sjrDQXqAa9V07FjKIlAQ4,Hemorrhage (In My Hands),Fuel,Something Like Human,66,alternative
0eKyHwckh9vQb8ncZ2DXCs,With Arms Wide Open,Creed,Human Clay,67,alternative
0xMEF2WiqKWTIG7Krjungw,The Distance,CAKE,Fashion Nugget,67,alternative
3FP8A246XpuafFofRhDlWG,I'm So Sick,Flyleaf,Flyleaf,65,alternative
1fnULsZuORnAgCFFbM8nTZ,State of My Head,Shinedown,Threat to Survival,67,alternative
2NGhKPZdZk2pPZinWphTzh,November,Max Richter,Voyager - Essential Max Richter,59,ambient
7cp3lHAPGcUbb7tJP0kuxl,Infra 5 - Orchestra Version,Max Richter,Exiles,56,ambient
321kAwKSTFjsQznjLpbfD9,"An Ending, a Beginning",Dustin O'Halloran,Other Lights,59,ambient
6zYHwIlDPraiG9UTg4y0oe,Eyes Closed And Traveling,Peter Broderick,Eyes Closed And Traveling,57,ambient
5hJrBqOLUnMXNjDlAX67aP,Flow State Vestida 4,Danny Mulhern,Flow State Vestida 4,55,ambient
7nnbb77c4fLnosiTk5QpxQ,The Apology Song,Gustavo Santaolalla,The Book of Life (Original Motion Picture Soundtrack),53,ambient
4eLKR4wt81H4aso4KyAkO1,Lion and the Lamb,Bethel Music,Have It All (Live),55,ambient
36Zs84njjWZD3TGYE77WPC,K.,Cigarettes After Sex,K.,50,ambient
2tr4oclswJ6v3dfDlI01HD,Them,Nils Frahm,Music for the Motion Picture Victoria,59,ambient
1lSnBlAErRss6asu9Y5HuA,Eight,Sleeping At Last,Atlas: Enneagram,53,ambient
1ulB5740qjdSila4Vjnb7Z,Birdcage,Novo Amor,"Cannot Be, Whatsoever",57,ambient
1qGI8KYIXtJK9WTMC6nIQM,Island II,Olivia Belli,Island II,54,ambient
0oN921mKYPOVYhKceZofrs,Ghost Waltz,Abel Korzeniowski,Penny Dreadful: Seasons 2 & 3 (Music From The Showtime Original Series),55,ambient
1wkwJswKpMJNVxPAOIw6mc,Falling Asleep with a Book on Your Chest (Piano Version),Lullatone,Music for Museum Gift Shops,53,ambient
0mhKPUIHNEz4tuWNxNEqCS,I Belong To Jesus - Live,Bethel Music,Homecoming (Live),53,ambient
1b85pN99A6Mn3UU81SYUg0,Atoms,Ludovico Einaudi,Atoms,62,ambient
7AkPusgKsrTqbOcTTbRnFr,Halloween,Novo Amor,"Cannot Be, Whatsoever",54,ambient
3TgSPndcuzyZfqXnZno3Wt,"Georgiana - From ""Pride & Prejudice"" Soundtrack",Dario Marianelli,Pride and Prejudice - OST,56,ambient
3yuCAw61jqfyv2KzMoVdXA,Fly,Ludovico Einaudi,Divenire (Deluxe Edition),64,ambient
7lq08zctLOESidAM58kjq6,Almost Idyllic,Sleeping At Last,Many Beautiful Things (Original Motion Picture Soundtrack),54,ambient
3Cs4g3w33H9YEptmg34DQc,I Follow Rivers,Marika Hackman,Deaf Heat EP,59,ambient
3bCmDqflFBHijgJfvtqev5,1/1 - Remastered 2004,Brian Eno,Ambient 1: Music For Airports (Remastered 2004),53,ambient
0UAazxzt45u787JmxJGoUA,Candles,Jon Hopkins,Monsters (Original Motion Picture Soundtrack),48,ambient
5os4iDInR4chqaCdXi895k,Six,Sleeping At Last,Atlas: Enneagram,53,ambient
3YmZ8V92nqVKx6u1lohFCC,Call Me,Gigi Masin,Wind,54,ambient
1wqfYcITygmG1bnmuIFnsZ,Sadness and Sorrow Piano,Kato,Naruto & Sleep,40,anime
04jdxCevAQIP6vsCptCrrK,The Raising Fighting Spirit Piano,Kato,Naruto & Sleep,36,anime
5bM0Purm60aemFT7tYTAv9,Blue Bird (Naruto),Kato,Naruto & Sleep,38,anime
2A8g4brfM2DG9tS2BbcrHM,Coin locker Baby,Maretu,Coin locker Baby,56,anime
5wqFGXrd6gHaDcVMY5DDbd,Duel of the Fates - Epic Version,Samuel Kim,Star Wars: The Dark Side Collection,57,anime
3AbPnenT96a3aF4KNYRfBC,Konoha Peace Piano,Kato,Naruto & Sleep,36,anime
3JydElYXjoBJltBcttwnlR,Alone (Naruto),Kato,Naruto & Sleep,36,anime
3lI0MAMwOYgS101HNrvTu0,Sakura's Theme,Kato,Naruto & Sleep,34,anime
5Xs2wcsqZwZ6bfLSpAs08G,紅蓮華 -TV ver.-,LiSA,紅蓮華,59,anime
2iPIn88pm2FrEqIxi6dDvA,Loneliness (From Naruto),Kato,Naruto & Sleep,28,anime
13sxKGMd5RDQYavHyZ8Flw,Catch the Moment,LiSA,Little Devil Parade,59,anime
1Dwfszy0pjd663dffKTFLh,Girei Piano (Pain's Theme),Kato,Naruto & Sleep,27,anime
39lM6MKn0tD7ZasJtLsaZq,Naruto Wind - Ending Theme Piano,Kato,Naruto & Sleep,27,anime
28QpCzFbTf09Jsj2zuz58t,Avid,SawanoHiroyuki[nZk]:mizuki,Avid,62,anime
6W4gN6gKT1FVAptTGJ6JJf,Blue Bird Piano,Kato,Naruto & Sleep,29,anime
2Hwac118Kwe9DzjyZDxlyy,Hokage's Funeral (From Naruto),Kato,Naruto & Sleep,28,anime
6Zp9pormGrMRqgFZ9XowHz,Konoha Peace (From Naruto),Kato,Naruto & Sleep,28,anime
5BpaEYjWflsH4rZrpaL75L,Sadness and Sorrow (From Naruto),Kato,Naruto & Sleep,31,anime
2i41GgmdOzV88a3pmE6Yze,Man of the World (Piano),Kato,Naruto & Sleep,27,anime
4uh3rNFPV4c4NGivFATrrS,Samidare Piano,Kato,Naruto & Sleep,28,anime
5YHf1xeZTq9SZXgNxEt5BS,Rainy Day Piano,Kato,Naruto & Sleep,28,anime
43OtdiC7SZXk5MTDkvQwJv,I Have Seen Much,Kato,Naruto & Sleep,28,anime
7g0Wlqyi6sTkLGmYHRqlGE,Silent Song Piano,Kato,Naruto & Sleep,26,anime
1k2E3gqI8CmfTEfN88QTbu,Naruto Wind - Ending Theme,Kato,Naruto & Sleep,27,anime
5BbAbnlNW3JfGGwG0Hkei9,Silhouette (Naruto Shippuden),Otaku,Anime Lofi Vol. 1,59,anime
4CT3KbK4VK0reaopK609eX,Wet Leather,Woods Of Ypres,Woods 4: The Green Album,44,blackmetal
7lHviCsOmOCWXOZHfP5QPT,And again into the light,Panopticon,...And Again Into the Light,37,blackmetal
27USMkB01SpMYel1k2Vlcw,Relics of the Natural Realm,Sojourner,Perennial,31,blackmetal
2t653mDXAUb9Tc8L8uJ8EH,Hollow Heart,Angelmaker,Angelmaker,37,blackmetal
0aX0erB1ApGCvLtDoX2p6h,The Great Grey Flame,Angelmaker,Twilight,37,blackmetal
6OrCWxhSMjM8qHzylaSjid,In the Name of God,Rotting Christ,The Heretics,43,blackmetal
22bdAuXI4vn6lvdWtz2KH4,Diary of a Battered Child,Dystopia,The Aftermath,35,blackmetal
6keNptbuGCbHGqMXFmIEsI,No Light Shall Save Us,Carnifex,World War X,39,blackmetal
0buZkaEEaRLoEfVctp64sb,Messe Noire,Behemoth,The Satanist,33,blackmetal
1wrHLYfg0s42WTm89fmYn0,The Devil's Son,Belphegor,Totenritual,41,blackmetal
7t5riom6kdqXkb1VzTlAaH,Maze of Torment,Morbid Angel,Altars of Madness,40,blackmetal
50G2YeZFVgA7WzkdIQXNm8,Spell of Destruction,Burzum,Burzum/Aske,41,blackmetal
4utObDg0xcvLNs3Xf4TwTb,Dead World,Hypocrisy,Worship,46,blackmetal
0KfYqhpoAI2SWtxSMW68my,Illusion of Love,Dystopia,Dystopia,35,blackmetal
29fzGpbRh45T7h20IjISdg,Mjød,Kvelertak,Kvelertak,48,blackmetal
1Oe2Um6K7AsiDjKOBKKbZP,Vertigo,Deafheaven,Sunbather,37,blackmetal
5cgbNkNZrlMNAVSsn458ZW,Panzer Division Marduk,Marduk,Panzer Division,43,blackmetal
1aTuw2NBiqQg5d8Z9YBjuk,Dark Heart Ceremony,Carnifex,Slow Death,37,blackmetal
4axl5sQMQiqhUuu2yJ316W,Ben Sahar,Behemoth,The Satanist,34,blackmetal
3X5u1hrPeBiZ0FjZe4B70v,Christraping Black Metal,Marduk,Panzer Division,43,blackmetal
0t4BqNdnmncQyZoot8pu6S,A Celebration For The Death Of Man,Agalloch,The Mantle,40,blackmetal
038PaU9vPDq2itJcSQrawe,Sur l'océan couleur de fer,Alcest,Écailles de lune,45,blackmetal
1BxZADEWX9hMRjpOy46u8X,Sanctity,Dystopia,Human = Garbage,35,blackmetal
3f4VN0IHlMyMRVtnbiVqm3,Sugar,Fleshgod Apocalypse,Veleno,41,blackmetal
2mUyp5jaI7JaJikhWE0Oif,The Dying of the Embers,Cradle Of Filth,Existence Is Futile,42,blackmetal
5F7hS0aD4AO8PoUMjz6cKq,Leaders,Billy Strings,Renewal,44,bluegrass
4Zpc4c1BrvJMu9LTyP9t9Z,Love Like Me,Billy Strings,Home,44,bluegrass
5uRyMY1BpYJsoBHnPXdUWI,Happy Hour Hero,moe.,tin cans & car tires,44,bluegrass
2V3w0JAQYU39IgTlHGMAXZ,Christmas Eve,Nickel Creek,A Dotted Line,46,bluegrass
2upY8DvtcyT6PouN2AWHJs,Freeborn Man,Tony Rice,Guitar,43,bluegrass
0zwkLwuSIuqQ9a45lTFlSC,The Parting Glass,The Wailin' Jennys,40 Days,46,bluegrass
1QdVTJ1GEMnL1xhx5APGdy,"Guitars, Whiskey, Guns And Knives",The Steeldrivers,Reckless,43,bluegrass
0XcB1mqwPSIvmpAqXWcEFS,Cattle in the Cane,Punch Brothers,Cattle in the Cane,44,bluegrass
3OOyMn9wG699wYyzBmpavO,It's A Great Day To Be Alive,Darrell Scott,Aloha From Nashville,43,bluegrass
6JyFlaeCjYFqHbdamEiwTx,1952 Vincent Black Lightning,The Del McCoury Band,Del & The Boys,43,bluegrass
0B6BeEUd6UwFlbsHMQKjob,Back in the Goodle Days,John Hartford,Aereo-Plain,44,bluegrass
2AHa3IJtKoe0pvO5ZX1WU8,While I'm Waiting Here,Billy Strings,Turmoil & Tinfoil,44,bluegrass
760KGGc6GTn2w180XKNrgq,You Put The Hurt On Me,The Steeldrivers,Reckless,43,bluegrass
79gYsiFPJ8x6ofr656fVIP,Heartbroke,Ricky Skaggs,Super Hits,44,bluegrass
2KcRgaIPQII64xPLyS4cPG,Highway Hypnosis,Billy Strings,Home,43,bluegrass
724mTUDtMwxfB2G023Kerf,Loretta,Aoife O'Donovan,Loretta,48,bluegrass
7kBgZQP85cQBKKDTmjcDf3,Wayside/Back in Time,Gillian Welch,Soul Journey,47,bluegrass
1ckFSTIyJECBMf9PX0Ezhc,Play By Your Own Rules,Sam Bush,Storyman,43,bluegrass
1wx7jAIrUgzQLeqBtbgEvZ,Something Beautiful,Hot Buttered Rum,Something Beautiful,43,bluegrass
7jb1ZSirsHV1H2cLTNbqDX,Crossing Muddy Waters,I'm With Her,Crossing Muddy Waters / Be My Husband,45,bluegrass
2BjoGPFPgnSTRwWjFWXGxI,Help on the Way,Béla Fleck,Day of the Dead,42,bluegrass
1QvCbkLDuF7yX7gIUDJUmp,Let Them Be Little,Billy Dean,Let Them Be Little,47,bluegrass
22Ff1mPDh7MP3BQsZQT1Vj,Big Country,Béla Fleck and the Flecktones,Left Of Cool,45,bluegrass
1nRVfS3M7vkRRjWp9rzIka,The Devil Comes Back to Georgia,Mark O'Connor,Heroes,44,bluegrass
0trVnybi3L9TLXvMgSYoYG,Settled Down,Mandolin Orange,Such Jubilee,47,bluegrass
0Jl5bIEve3A4axcjY3EgDZ,Feelin' Alright,Joe Cocker,With A Little Help From My Friends,65,blues
4VwPsMcRt1HPVKIdcwY9Uj,Outshined - Remastered,Soundgarden,Badmotorfinger (25th Anniversary Remaster),65,blues
0UOxp1BpnD8uPQMKU4wKjz,I Shot The Sheriff,Eric Clapton,461 Ocean Blvd. (Deluxe Edition),67,blues
0IhUdJRoolbYeEMPL59XPm,Is This Love - 2018 Remaster,Whitesnake,Whitesnake (2018 Remaster),60,blues
2PuUFT13yCzUOZun94WOXv,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash","Crosby, Stills & Nash",65,blues
2JRkfugsvOPvTLmd0dVppc,It Was A Sin,The Revivalists,Men Amongst Mountains,62,blues
3MJov5mT64K42o1Rffhblq,Never in My Wildest Dreams,Dan Auerbach,Waiting on a Song,67,blues
2Mr1bGI2E10K7Mt1UJZ6Mw,Boom Boom,John Lee Hooker,Burnin',63,blues
61BywQA7q8KjpGjp3rHuRv,Flirtin' with Disaster,Molly Hatchet,Flirtin' With Disaster,62,blues
54DIzLw4LLxB3n1XiiQftU,Age Of Man,Greta Van Fleet,Anthem Of The Peaceful Army,62,blues
4gi81cgaU0Xmek1IuOENM5,Rita Is Gone,The Marcus King Band,The Marcus King Band,62,blues
5lJUXSjRjevVy7I3P87wuK,Your Touch,The Black Keys,Magic Potion,62,blues
2565zrwkcli0D88IVw2rCg,Survivor,Nathaniel Rateliff & The Night Sweats,The Future,62,blues
5XNpdKmlLJPUbwKQceX2tW,Little Wing,Stevie Ray Vaughan,Couldn't Stand The Weather (Legacy Edition),63,blues
3jpeI1goQHPIwwCMxrLrwx,Smooth Sailin',Leon Bridges,Coming Home (Deluxe),63,blues
1ksayCHVLH4eKFm43GFokU,"Baby, I Love Your Way - Live",Peter Frampton,Frampton Comes Alive! (Deluxe Edition),67,blues
12YYFvwwuYiw010ONgfYlW,A Change Is Gonna Come,Greta Van Fleet,From The Fires,62,blues
19P4fwkPhE6yVAXApFWDoF,A Life of Illusion,Joe Walsh,There Goes the Neighborhood,64,blues
4uWOOyWwhkYAchf4WFuiTT,Shake Hands with Santa Claus - Mono Recording,Louis Prima,Breaking It Up!,64,blues
2tVQhBSJ1SQtb4gX0taaiR,Jessica,Allman Brothers Band,Dreams,63,blues
30SNjazZhzunhAWCjhdyyD,Christmas All Over Again,Tom Petty and the Heartbreakers,A Very Special Christmas 2,67,blues
6JssQFiBCi6ZcE6060S9A7,Angel from Montgomery - 2008 Remaster,Bonnie Raitt,Streetlights,65,blues
3LQPTJEqOfljGBxmpgUnoC,American Woman,The Guess Who,American Woman,66,blues
45DElIx0dXqUH4A88yQFdE,Go With The Flow,Queens of the Stone Age,Songs For The Deaf,61,blues
1q5wF1wZQD41ura41yVqXb,A Little Honey,Nathaniel Rateliff & The Night Sweats,Tearing At The Seams,61,blues
6cz49JYNfdxhDs3NSCIapt,Chocolate,Ana Frango Elétrico,Little Electric Chicken Heart,44,brazil
4NHdQ40uoM2YntzHiQj25b,Feel The Beat,VOLAC,Feel The Beat (with Rhiannon Roze),47,brazil
6wpDQGn3Gl0j9Wt6D6mYvQ,O Descobridor Dos Sete Mares,Tim Maia,O Descobridor Dos Sete Mares,65,brazil
0iZDUCkSEzzBllavstdPsd,I Know,JØRD,I Know,58,brazil
7L05dxhTM1iabsv8sLh3F1,Se no Cinema,Ana Frango Elétrico,Little Electric Chicken Heart,42,brazil
7ymcCN5xfB6x8SXGgAMgsw,Industry Baby,Krmoni,Industry Baby,56,brazil
709F4UQ2uKplKvcD88xffa,Nave Espacial - Radio Edit,Liu,Nave Espacial,66,brazil
1aFyLmrbz2eyMgB1UOBAcS,Tutu De Feijão,illusionize,Tutu De Feijão,53,brazil
3PWgD7Gk14tGxHIEK8PQ6o,Desperate Cry,Sepultura,Arise,47,brazil
4hXg3iSVnF27KRLtXyh1oH,Another Day in Paradise,Breno Miranda,Another Day in Paradise,59,brazil
4nQoIJifefFTX58a0tsqPZ,Mind,LANNÉ,Mind,56,brazil
5fG7ELU6m0pXeUc7bQUeiQ,Propaganda,Sepultura,Chaos A.D.,47,brazil
2d6LnE2SBN57UJL07RAEkx,Pó De Anjo,VINNE,Pó De Anjo,53,brazil
1N9e1myOWV26evyObwnkoM,Triste,Antônio Carlos Jobim,Wave,45,brazil
5FAacBChaLWMAXNRmM0yrY,Pelas sombras,Arthur Verocai,Arthur Verocai,43,brazil
5m4TzaOXvk1biOR3LdObVt,Tereza My Love,Antônio Carlos Jobim,Stone Flower (CTI Records 40th Anniversary Edition),44,brazil
4ID13f2hhwWOhBpk9Npf2q,BOOM,Gustavo Mota,BOOM,45,brazil
443Agnj7SV4wtrIXPPyjO2,How Insensitive,Astrud Gilberto,The Astrud Gilberto Album,47,brazil
5vNKYqDA0jFnhf7KoeBhuD,Jah Jah Know,Groundation,Hebron Gate,49,brazil
7yd2juG2UAETeptVdtFAzs,Time,Chemical Surf,Time,60,brazil
4xuoZzmW07K2zCl8bGzOen,Friday Night (It's Not Right),Bruno Be,Friday Night (It's Not Right),54,brazil
6O5tcScIPptQ9fNOu9JZLH,Lovers Carvings,GHOSTT,Lovers Carvings,48,brazil
2M6H4fqf5olMjqzwwBzkEf,Esperar pra Ver,Evinha,"Mr Bongo Record Club, Vol. 1",50,brazil
3atYho4CmCXX4VCqri7uKn,Habits [Stay High],Blinded Hearts,Habits [Stay High],54,brazil
4kC4W3qZfbKfeZH3bF2k0a,Numb,Anthony Keyrouz,Numb,58,brazil
2YpanBJd9Wj2ZxrmcUrTUR,Wind It Up,The Prodigy,Experience,46,breakbeat
4kJ2It6DeP7vEllOJfEXiO,"Wild, Sweet And Cool",The Crystal Method,Tweekend,30,breakbeat
33Vstt3IPcScQQm2qReWwi,Empathy - Bass Remedy Remix,Bassnectar,All Colors (Preview),30,breakbeat
2kXKr6dYhY92n9bDQdnaRb,Realizer,The Crystal Method,Legion of Boom,36,breakbeat
